Source Label,Source,Tweet Id,Created at,Text,Post Url,Target Label,Target,Target Tweet,Tweet Type
avocadomatch4,avocadomatch4,1617930341909671936,2023-01-25 00:00:27,RT @SPOTV_Indonesia: #BWF | 💬Komentar 🇮🇩Fajar/Rian yang juga melaju ke babak selanjutnya #IndonesiaMasters2023 setelah kalahkan sesama pebu…,https://twitter.com/avocadomatch4/status/1617930341909671936,SPOTV_Indonesia,SPOTV_Indonesia,https://twitter.com/SPOTV_Indonesia/status/1617891616672612352,Retweet
zahrayatunique,zahrayatunique,1617930841275109376,2023-01-25 00:02:26,"RT @ainurohman: Bermain biasa dan santai2 saja di game 1.

Melakukan tikungan tajam, bikin 5 pts beruntun utk mengambil game 2. 

Tampil se…",https://twitter.com/zahrayatunique/status/1617930841275109376,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617854173063831559,Retweet
youtipul,youtipul,1617930887051751425,2023-01-25 00:02:37,"RT @BadmintonLive1: Fiuhhhh!! Akhirnya , hrus banget emng bikin jantungan dlu wkwkw

Congrats Bakri!! R16 vs Ren/Tan

#IndonesiaMasters2023…",https://twitter.com/youtipul/status/1617930887051751425,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617905483687538688,Retweet
nisttatinum,nisttatinum,1617931447733735425,2023-01-25 00:04:51,"RT @ainurohman: Bermain biasa dan santai2 saja di game 1.

Melakukan tikungan tajam, bikin 5 pts beruntun utk mengambil game 2. 

Tampil se…",https://twitter.com/nisttatinum/status/1617931447733735425,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617854173063831559,Retweet
kembarannyaimas,kembarannyaimas,1617931560157843456,2023-01-25 00:05:18,RT @SPOTV_Indonesia: #BWF | 💬Komentar 🇮🇩The Daddies yang sukses melaju ke babak 16 besar #IndonesiaMasters usai tumbangkan pasangan Jepang…,https://twitter.com/kembarannyaimas/status/1617931560157843456,SPOTV_Indonesia,SPOTV_Indonesia,https://twitter.com/SPOTV_Indonesia/status/1617890585117102080,Retweet
beeltilljannah,beeltilljannah,1617931695893909505,2023-01-25 00:05:50,"RT @BadmintonLive1: Prakiraan jam main wakil Indonesia di #IndonesiaMasters2023 

DAY 2 - R32

R32
Start jam 08.00 WIB

Semangat Indonesiaa…",https://twitter.com/beeltilljannah/status/1617931695893909505,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617906242923692035,Retweet
Team_Horee,Team_Horee,1617932662005698567,2023-01-25 00:09:41,"RT @ainurohman: Bermain biasa dan santai2 saja di game 1.

Melakukan tikungan tajam, bikin 5 pts beruntun utk mengambil game 2. 

Tampil se…",https://twitter.com/Team_Horee/status/1617932662005698567,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617854173063831559,Retweet
jnftrwfy,jnftrwfy,1617932897176158211,2023-01-25 00:10:37,"RT @BadmintonLive1: Fiuhhhh!! Akhirnya , hrus banget emng bikin jantungan dlu wkwkw

Congrats Bakri!! R16 vs Ren/Tan

#IndonesiaMasters2023…",https://twitter.com/jnftrwfy/status/1617932897176158211,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617905483687538688,Retweet
TtsTetap,TtsTetap,1617932900565143553,2023-01-25 00:10:37,"RT @ainurohman: Fajar/Rian cepat kembali menemukan resep permainan terbaik setelah underperform di game 1. 

Terlihat, Yeremia butuh waktu…",https://twitter.com/TtsTetap/status/1617932900565143553,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617850946314469376,Retweet
jonaestheticc,jonaestheticc,1617933389063131141,2023-01-25 00:12:34,"RT @ainurohman: Bermain biasa dan santai2 saja di game 1.

Melakukan tikungan tajam, bikin 5 pts beruntun utk mengambil game 2. 

Tampil se…",https://twitter.com/jonaestheticc/status/1617933389063131141,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617854173063831559,Retweet
nunananaaaaa,nunananaaaaa,1617933571616026624,2023-01-25 00:13:17,"RT @ainurohman: Bermain biasa dan santai2 saja di game 1.

Melakukan tikungan tajam, bikin 5 pts beruntun utk mengambil game 2. 

Tampil se…",https://twitter.com/nunananaaaaa/status/1617933571616026624,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617854173063831559,Retweet
syamfitra,syamfitra,1617934376054181890,2023-01-25 00:16:29,RT @ainurohman: Tantangan awal berhasil dilalui dengan mulus. Solid banget. Mendominasi dan memegang total permainan sejak awal sampai akhi…,https://twitter.com/syamfitra/status/1617934376054181890,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617826920506494976,Retweet
ahsankoala,ahsankoala,1617934487903690754,2023-01-25 00:16:56,RT @SPOTV_Indonesia: #BWF | 💬Komentar 🇮🇩The Daddies yang sukses melaju ke babak 16 besar #IndonesiaMasters usai tumbangkan pasangan Jepang…,https://twitter.com/ahsankoala/status/1617934487903690754,SPOTV_Indonesia,SPOTV_Indonesia,https://twitter.com/SPOTV_Indonesia/status/1617890585117102080,Retweet
Syamsud76579252,Syamsud76579252,1617934686944366593,2023-01-25 00:17:43,"RT @BadmintonLive1: MENANG!! Point terakhir nya mantap wkwk

#IndonesiaMasters2023 #DIM2023 https://t.co/RxWdhJKjB4",https://twitter.com/Syamsud76579252/status/1617934686944366593,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617826475117543424,Retweet
itsmeinnast,itsmeinnast,1617934797086806016,2023-01-25 00:18:10,"RT @BadmintonLive1: Kevin: ""Ya pastinya kita bangga ya dengan supporter indonesia, mereka sangat antusias dan mereka sangat mendukung, past…",https://twitter.com/itsmeinnast/status/1617934797086806016,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617873411937808384,Retweet
itsmeinnast,itsmeinnast,1617934951848218628,2023-01-25 00:18:46,RT @SPOTV_Indonesia: #BWF | 💬Komentar Minions yang sukses melaju ke babak selanjutnya dari #IndonesiaMasters2023 setelah tumbangkan pasanga…,https://twitter.com/itsmeinnast/status/1617934951848218628,SPOTV_Indonesia,SPOTV_Indonesia,https://twitter.com/SPOTV_Indonesia/status/1617863081715208193,Retweet
Safiraalfi,Safiraalfi,1617935103107399681,2023-01-25 00:19:23,"RT @SPOTV_Indonesia: MENANGKAN TIKET KE INDONESIA MASTERS! 🚨🚨

Cukup ikuti langkah-langkah mudah yang ada di gambar untuk memenangkannya da…",https://twitter.com/Safiraalfi/status/1617935103107399681,SPOTV_Indonesia,SPOTV_Indonesia,https://twitter.com/SPOTV_Indonesia/status/1617703734598897667,Retweet
syamfitra,syamfitra,1617935241464942593,2023-01-25 00:19:56,"RT @ainurohman: Bermain biasa dan santai2 saja di game 1.

Melakukan tikungan tajam, bikin 5 pts beruntun utk mengambil game 2. 

Tampil se…",https://twitter.com/syamfitra/status/1617935241464942593,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617854173063831559,Retweet
itsmeinnast,itsmeinnast,1617935406980542466,2023-01-25 00:20:35,"RT @BadmintonLive1: Fiuhhhh!! Akhirnya , hrus banget emng bikin jantungan dlu wkwkw

Congrats Bakri!! R16 vs Ren/Tan

#IndonesiaMasters2023…",https://twitter.com/itsmeinnast/status/1617935406980542466,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617905483687538688,Retweet
kembarannyaimas,kembarannyaimas,1617938043851407361,2023-01-25 00:31:04,RT @SPOTV_Indonesia: #BWF | 💬Komentar Minions yang sukses melaju ke babak selanjutnya dari #IndonesiaMasters2023 setelah tumbangkan pasanga…,https://twitter.com/kembarannyaimas/status/1617938043851407361,SPOTV_Indonesia,SPOTV_Indonesia,https://twitter.com/SPOTV_Indonesia/status/1617863081715208193,Retweet
JungieHa_1,JungieHa_1,1617938603866488832,2023-01-25 00:33:17,RT @BadmintonTalk: Jadwal siaran TV #DIM2023 #IndonesiaMasters2023 https://t.co/yS40a1JEkd,https://twitter.com/JungieHa_1/status/1617938603866488832,BadmintonTalk,BadmintonTalk,https://twitter.com/BadmintonTalk/status/1617703870242914304,Retweet
FRabbiani,FRabbiani,1617941168863719424,2023-01-25 00:43:29,"RT @BadmintonLive1: Prakiraan jam main wakil Indonesia di #IndonesiaMasters2023 

DAY 2 - R32

R32
Start jam 08.00 WIB

Semangat Indonesiaa…",https://twitter.com/FRabbiani/status/1617941168863719424,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617906242923692035,Retweet
diondeniss,diondeniss,1617941293057069058,2023-01-25 00:43:58,RT @ainurohman: Tantangan awal berhasil dilalui dengan mulus. Solid banget. Mendominasi dan memegang total permainan sejak awal sampai akhi…,https://twitter.com/diondeniss/status/1617941293057069058,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617826920506494976,Retweet
syamfitra,syamfitra,1617941693776670720,2023-01-25 00:45:34,"RT @SPOTV_Indonesia: MENANGKAN TIKET KE INDONESIA MASTERS! 🚨🚨

Cukup ikuti langkah-langkah mudah yang ada di gambar untuk memenangkannya da…",https://twitter.com/syamfitra/status/1617941693776670720,SPOTV_Indonesia,SPOTV_Indonesia,https://twitter.com/SPOTV_Indonesia/status/1617703734598897667,Retweet
syamfitra,syamfitra,1617941939789393920,2023-01-25 00:46:33,"RT @ainurohman: Fajar/Rian cepat kembali menemukan resep permainan terbaik setelah underperform di game 1. 

Terlihat, Yeremia butuh waktu…",https://twitter.com/syamfitra/status/1617941939789393920,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617850946314469376,Retweet
SyfrRizq,SyfrRizq,1617944099876896769,2023-01-25 00:55:08,RT @BadmintonTalk: Jadwal siaran TV #DIM2023 #IndonesiaMasters2023 https://t.co/yS40a1JEkd,https://twitter.com/SyfrRizq/status/1617944099876896769,BadmintonTalk,BadmintonTalk,https://twitter.com/BadmintonTalk/status/1617703870242914304,Retweet
SNuna91,SNuna91,1617945000213630978,2023-01-25 00:58:42,"RT @BadmintonLive1: MENANG!! Point terakhir nya mantap wkwk

#IndonesiaMasters2023 #DIM2023 https://t.co/RxWdhJKjB4",https://twitter.com/SNuna91/status/1617945000213630978,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617826475117543424,Retweet
xmentxx,xmentxx,1617947362005245952,2023-01-25 01:08:05,"Bismillah semoga dapet tiket semifinal🥺 udah nazar kalo udah kerja mau nyisihin uang buat ngistora, dari bulan lalu minta libur di hari sabtu karna niatnya mau nonton semifinal, eh tiket belum kebeli duitnya udah melayang🥲 #SPOTV #IndonesiaMasters2023 https://t.co/A6Bz5JKy9e https://t.co/9DhSw6CDEa",https://twitter.com/xmentxx/status/1617947362005245952,SPOTV_Indonesia,SPOTV_Indonesia,https://twitter.com/SPOTV_Indonesia/status/1617703734598897667,Quote
minaa_262,minaa_262,1617948029885218816,2023-01-25 01:10:45,"RT @ainurohman: Bermain biasa dan santai2 saja di game 1.

Melakukan tikungan tajam, bikin 5 pts beruntun utk mengambil game 2. 

Tampil se…",https://twitter.com/minaa_262/status/1617948029885218816,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617854173063831559,Retweet
SNuna91,SNuna91,1617948078052634628,2023-01-25 01:10:56,RT @SPOTV_Indonesia: #BWF | 💬Komentar Minions yang sukses melaju ke babak selanjutnya dari #IndonesiaMasters2023 setelah tumbangkan pasanga…,https://twitter.com/SNuna91/status/1617948078052634628,SPOTV_Indonesia,SPOTV_Indonesia,https://twitter.com/SPOTV_Indonesia/status/1617863081715208193,Retweet
minaa_262,minaa_262,1617948990691233792,2023-01-25 01:14:34,"RT @ainurohman: Fajar/Rian cepat kembali menemukan resep permainan terbaik setelah underperform di game 1. 

Terlihat, Yeremia butuh waktu…",https://twitter.com/minaa_262/status/1617948990691233792,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617850946314469376,Retweet
11twt11,11twt11,1617950686611910656,2023-01-25 01:21:18,RT @SPOTV_Indonesia: #BWF | 💬Komentar 🇮🇩Fajar/Rian yang juga melaju ke babak selanjutnya #IndonesiaMasters2023 setelah kalahkan sesama pebu…,https://twitter.com/11twt11/status/1617950686611910656,SPOTV_Indonesia,SPOTV_Indonesia,https://twitter.com/SPOTV_Indonesia/status/1617891616672612352,Retweet
Chopas_23,Chopas_23,1617951926825652225,2023-01-25 01:26:14,"RT @BadmintonLive1: Kang/Seo gak berkembang sama sekali di Match tadi, mungkin efek teriakan kalian semua yang di Istora

Disisi lain Minio…",https://twitter.com/Chopas_23/status/1617951926825652225,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617827529435525121,Retweet
dorandae_il,dorandae_il,1617953819442425857,2023-01-25 01:33:45,"RT @ZonaBulutangkis: Sebagai salah satu sponsor di turnamen #IndonesiaMasters2023, Scarlett menyiapkan booth yang dapat kamu kunjungi GRATI…",https://twitter.com/dorandae_il/status/1617953819442425857,ZonaBulutangkis,ZonaBulutangkis,https://twitter.com/ZonaBulutangkis/status/1617865173573984259,Retweet
beeltilljannah,beeltilljannah,1617959164139155457,2023-01-25 01:54:59,"RT @ainurohman: Bermain biasa dan santai2 saja di game 1.

Melakukan tikungan tajam, bikin 5 pts beruntun utk mengambil game 2. 

Tampil se…",https://twitter.com/beeltilljannah/status/1617959164139155457,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617854173063831559,Retweet
Tiara_0114_Kai,Tiara_0114_Kai,1617963119531421696,2023-01-25 02:10:42,"RT @BadmintonLive1: Rewatch #IndonesiaMasters2023 

DAY 1 - R32

Minions &gt;&gt; https://t.co/TX8Hy2fUkt
Pram/Yere vs Fajar/Rian &gt;&gt; https://t.co…",https://twitter.com/Tiara_0114_Kai/status/1617963119531421696,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617910772402880514,Retweet
Agra3479,Agra3479,1617971036313772032,2023-01-25 02:42:10,"RT @Beritabaruco: Hamil Anak Pertama, Greysia Poli Mendapat Ucapat Selamat dari Atlit Mancanegara https://t.co/Zm52nfpuDW #BulutangkisIndon…",https://twitter.com/Agra3479/status/1617971036313772032,Beritabaruco,Beritabaruco,https://twitter.com/Beritabaruco/status/1617912396416417793,Retweet
shelpiiiiiii,shelpiiiiiii,1617980738359676928,2023-01-25 03:20:43,"RT @ainurohman: Bermain biasa dan santai2 saja di game 1.

Melakukan tikungan tajam, bikin 5 pts beruntun utk mengambil game 2. 

Tampil se…",https://twitter.com/shelpiiiiiii/status/1617980738359676928,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617854173063831559,Retweet
shelpiiiiiii,shelpiiiiiii,1617980833889153024,2023-01-25 03:21:06,"RT @ainurohman: Fajar/Rian cepat kembali menemukan resep permainan terbaik setelah underperform di game 1. 

Terlihat, Yeremia butuh waktu…",https://twitter.com/shelpiiiiiii/status/1617980833889153024,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617850946314469376,Retweet
shelpiiiiiii,shelpiiiiiii,1617981771743911936,2023-01-25 03:24:49,RT @ainurohman: Tantangan awal berhasil dilalui dengan mulus. Solid banget. Mendominasi dan memegang total permainan sejak awal sampai akhi…,https://twitter.com/shelpiiiiiii/status/1617981771743911936,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617826920506494976,Retweet
xx_wawax,xx_wawax,1617983742324396032,2023-01-25 03:32:39,"RT @craigansibin: Nak react apa ni? 

#IndonesiaMasters2023 #DIM2023 https://t.co/vmhxsgNjYT",https://twitter.com/xx_wawax/status/1617983742324396032,craigansibin,craigansibin,https://twitter.com/craigansibin/status/1617874779461287940,Retweet
nbl_nbl_,nbl_nbl_,1617983906451709952,2023-01-25 03:33:18,"RT @BadmintonLive1: Congrats Fajri!!

Tapi Respect banget sama Yere, meskipun gerakan nya belum 100% enak, tapi dia tetap semangat banget!!…",https://twitter.com/nbl_nbl_/status/1617983906451709952,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617850747173081088,Retweet
AmeriaFirdauzy,AmeriaFirdauzy,1617987265120325632,2023-01-25 03:46:39,"RT @BadmintonLive1: Rewatch #IndonesiaMasters2023 

DAY 1 - R32

Minions &gt;&gt; https://t.co/TX8Hy2fUkt
Pram/Yere vs Fajar/Rian &gt;&gt; https://t.co…",https://twitter.com/AmeriaFirdauzy/status/1617987265120325632,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617910772402880514,Retweet
bighitenthu_,bighitenthu_,1617989493113651200,2023-01-25 03:55:30,"RT @bulutangkisRI: [JADWAL] Round 1 #IndonesiaMaster2023 Selasa 24 Januari 2023.

🏟 Istora Senayan, Jakarta (Super 500)
⏰ Pukul 08.00 WIB
📺…",https://twitter.com/bighitenthu_/status/1617989493113651200,bulutangkisRI,bulutangkisRI,https://twitter.com/bulutangkisRI/status/1617554474171785218,Retweet
popipopeh,popipopeh,1617990788289556480,2023-01-25 04:00:39,"RT @BadmintonLive1: Leo/Daniel juga ke R16 

Tp sayang di R16 harus melawan The Daddies!!

#IndonesiaMasters2023 #DIM2023 https://t.co/KzZo…",https://twitter.com/popipopeh/status/1617990788289556480,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617887046798049287,Retweet
setiyowicana,setiyowicana,1617995202316374017,2023-01-25 04:18:11,"RT @ainurohman: Bermain biasa dan santai2 saja di game 1.

Melakukan tikungan tajam, bikin 5 pts beruntun utk mengambil game 2. 

Tampil se…",https://twitter.com/setiyowicana/status/1617995202316374017,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617854173063831559,Retweet
mooncalfdung,mooncalfdung,1617996216520040450,2023-01-25 04:22:13,"RT @bhulukhuduktv: DAIHATSU Indonesia Masters 2023

Qualification - MS

Tommy SUGIARTO 🇮🇩 vs Victor SVENDSEN 🇩🇰

21-12 16-21 19-21 LOST

Ma…",https://twitter.com/mooncalfdung/status/1617996216520040450,bhulukhuduktv,bhulukhuduktv,https://twitter.com/bhulukhuduktv/status/1617727496707002368,Retweet
mooncalfdung,mooncalfdung,1617996278071463941,2023-01-25 04:22:28,"RT @bhulukhuduktv: DAIHATSU Indonesia Masters 2023

Qualification - MS

Ikhsan Leonardo Imanuel RUMBAY 🇮🇩 vs SAI PRANEETH B. 🇮🇳

18-21 21-9…",https://twitter.com/mooncalfdung/status/1617996278071463941,bhulukhuduktv,bhulukhuduktv,https://twitter.com/bhulukhuduktv/status/1617732360467894272,Retweet
mooncalfdung,mooncalfdung,1617996309881040896,2023-01-25 04:22:35,"RT @bhulukhuduktv: DAIHATSU Indonesia Masters 2023

Qualification - MS

Christian ADINATA 🇮🇩 vs Mithun MANJUNATH 🇮🇳

21-18 21-12 WIN

Nata…",https://twitter.com/mooncalfdung/status/1617996309881040896,bhulukhuduktv,bhulukhuduktv,https://twitter.com/bhulukhuduktv/status/1617740143980609536,Retweet
mooncalfdung,mooncalfdung,1617996360720207873,2023-01-25 04:22:47,"RT @bhulukhuduktv: DAIHATSU Indonesia Masters 2023

Qualification - MD

Muhammad Rayhan Nur FADILLAH/Rahmat HIDAYAT 🇮🇩 vs Rasmus KJÆR/Frede…",https://twitter.com/mooncalfdung/status/1617996360720207873,bhulukhuduktv,bhulukhuduktv,https://twitter.com/bhulukhuduktv/status/1617751677209292803,Retweet
mooncalfdung,mooncalfdung,1617996380106280960,2023-01-25 04:22:52,"RT @bhulukhuduktv: DAIHATSU Indonesia Masters 2023

Qualification - XD

Akbar Bintang CAHYONO/Marsheilla Gischa ISLAMI 🇮🇩 vs JIANG Zhen Ban…",https://twitter.com/mooncalfdung/status/1617996380106280960,bhulukhuduktv,bhulukhuduktv,https://twitter.com/bhulukhuduktv/status/1617763169782620162,Retweet
mooncalfdung,mooncalfdung,1617996405779619840,2023-01-25 04:22:58,"RT @bhulukhuduktv: DAIHATSU Indonesia Masters 2023

Qualification - WS

Putri Kusuma WARDANI 🇮🇩 vs Lianne TAN 🇧🇪

21-12 21-17 WIN

Next R32…",https://twitter.com/mooncalfdung/status/1617996405779619840,bhulukhuduktv,bhulukhuduktv,https://twitter.com/bhulukhuduktv/status/1617764293617012736,Retweet
mooncalfdung,mooncalfdung,1617996449652043777,2023-01-25 04:23:09,"RT @bhulukhuduktv: DAIHATSU Indonesia Masters 2023

Qualification - WD

Anisanaya KAMILA/Az Zahra Ditya RAMADHANI 🇮🇩 vs HU Ling Fang/LIN Xi…",https://twitter.com/mooncalfdung/status/1617996449652043777,bhulukhuduktv,bhulukhuduktv,https://twitter.com/bhulukhuduktv/status/1617771477360840704,Retweet
mooncalfdung,mooncalfdung,1617996575795712001,2023-01-25 04:23:39,"RT @bhulukhuduktv: Minkhuduk Sesi Sore Ngistora 

#DIM2023 
#IndonesiaMasters2023
#IndonesiaMastersSuper500
#BhulukhudukTV https://t.co/K2W…",https://twitter.com/mooncalfdung/status/1617996575795712001,bhulukhuduktv,bhulukhuduktv,https://twitter.com/bhulukhuduktv/status/1617789046406918146,Retweet
mooncalfdung,mooncalfdung,1617996658675159040,2023-01-25 04:23:59,"RT @bhulukhuduktv: DAIHATSU Indonesia Masters 2023

Q2- MS

Christian ADINATA 🇮🇩 vs Mark CALJOUW 🇳🇱

20-22 21-14 21-17 Yess WIN

Nata Sukse…",https://twitter.com/mooncalfdung/status/1617996658675159040,bhulukhuduktv,bhulukhuduktv,https://twitter.com/bhulukhuduktv/status/1617808646955753473,Retweet
mooncalfdung,mooncalfdung,1617996974858592257,2023-01-25 04:25:14,"RT @bhulukhuduktv: DAIHATSU Indonesia Masters 2023

Round Of 32 - WD

Febriana Dwipuji KUSUMA/Amalia Cahaya PRATIWI 🇮🇩 vs LI Wen Mei/LIU Xu…",https://twitter.com/mooncalfdung/status/1617996974858592257,bhulukhuduktv,bhulukhuduktv,https://twitter.com/bhulukhuduktv/status/1617883224025464835,Retweet
mooncalfdung,mooncalfdung,1617996992378195968,2023-01-25 04:25:18,"RT @bhulukhuduktv: DAIHATSU Indonesia Masters 2023

Round Of 32 - MD

Leo Rolly CARNANDO/Daniel MARTHIN 🇮🇩 vs KO Sung Hyun/SHIN Baek Cheol…",https://twitter.com/mooncalfdung/status/1617996992378195968,bhulukhuduktv,bhulukhuduktv,https://twitter.com/bhulukhuduktv/status/1617889116485726208,Retweet
mooncalfdung,mooncalfdung,1617997018336735232,2023-01-25 04:25:24,"RT @bhulukhuduktv: DAIHATSU Indonesia Masters 2023

Round Of 32 - MD

Muhammad Shohibul FIKRI/Bagas MAULANA 🇮🇩 vs JIN Yong/NA Sung Seung 🇰🇷…",https://twitter.com/mooncalfdung/status/1617997018336735232,bhulukhuduktv,bhulukhuduktv,https://twitter.com/bhulukhuduktv/status/1617906877047934977,Retweet
taaa2__,taaa2__,1617998545667387392,2023-01-25 04:31:28,"RT @BadmintonLive1: Ayang selalu setia Menemani juga 🔥🔥

📸 Valenciatanoe

#IndonesiaMasters2023 #DIM2023 https://t.co/8CKyHQZ0Tw",https://twitter.com/taaa2__/status/1617998545667387392,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617828097759543296,Retweet
notfoun56861908,notfoun56861908,1617999964596219905,2023-01-25 04:37:07,"RT @BadmintonLive1: Rewatch #IndonesiaMasters2023 

DAY 1 - R32

Minions &gt;&gt; https://t.co/TX8Hy2fUkt
Pram/Yere vs Fajar/Rian &gt;&gt; https://t.co…",https://twitter.com/notfoun56861908/status/1617999964596219905,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617910772402880514,Retweet
nikenviyan,nikenviyan,1617999966055825408,2023-01-25 04:37:07,"RT @BadmintonLive1: Rewatch #IndonesiaMasters2023 

DAY 1 - R32

Minions &gt;&gt; https://t.co/TX8Hy2fUkt
Pram/Yere vs Fajar/Rian &gt;&gt; https://t.co…",https://twitter.com/nikenviyan/status/1617999966055825408,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617910772402880514,Retweet
mmni3014,mmni3014,1618000271971614720,2023-01-25 04:38:20,"RT @BadmintonLive1: Fiuhhhh!! Akhirnya , hrus banget emng bikin jantungan dlu wkwkw

Congrats Bakri!! R16 vs Ren/Tan

#IndonesiaMasters2023…",https://twitter.com/mmni3014/status/1618000271971614720,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617905483687538688,Retweet
Iamgirlssss,Iamgirlssss,1618003290637369347,2023-01-25 04:50:20,RT @SPOTV_Indonesia: #BWF | 💬Komentar Minions yang sukses melaju ke babak selanjutnya dari #IndonesiaMasters2023 setelah tumbangkan pasanga…,https://twitter.com/Iamgirlssss/status/1618003290637369347,SPOTV_Indonesia,SPOTV_Indonesia,https://twitter.com/SPOTV_Indonesia/status/1617863081715208193,Retweet
myvins_,myvins_,1618006625541062666,2023-01-25 05:03:35,RT @ainurohman: Tantangan awal berhasil dilalui dengan mulus. Solid banget. Mendominasi dan memegang total permainan sejak awal sampai akhi…,https://twitter.com/myvins_/status/1618006625541062666,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617826920506494976,Retweet
dhikandriyana,dhikandriyana,1618007613521952768,2023-01-25 05:07:30,"RT @ainurohman: Bermain biasa dan santai2 saja di game 1.

Melakukan tikungan tajam, bikin 5 pts beruntun utk mengambil game 2. 

Tampil se…",https://twitter.com/dhikandriyana/status/1618007613521952768,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617854173063831559,Retweet
bighitenthu_,bighitenthu_,1618010148253110274,2023-01-25 05:17:35,RT @SPOTV_Indonesia: #BWF | 💬Komentar 🇮🇩Fajar/Rian yang juga melaju ke babak selanjutnya #IndonesiaMasters2023 setelah kalahkan sesama pebu…,https://twitter.com/bighitenthu_/status/1618010148253110274,SPOTV_Indonesia,SPOTV_Indonesia,https://twitter.com/SPOTV_Indonesia/status/1617891616672612352,Retweet
syarifahay_,syarifahay_,1618010835154251776,2023-01-25 05:20:18,"RT @BadmintonLive1: Prakiraan jam main wakil Indonesia di #IndonesiaMasters2023 

DAY 2 - R32

R32
Start jam 08.00 WIB

Semangat Indonesiaa…",https://twitter.com/syarifahay_/status/1618010835154251776,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617906242923692035,Retweet
mukhoirurrohman,mukhoirurrohman,1618011001252872192,2023-01-25 05:20:58,"RT @bhulukhuduktv: DAIHATSU Indonesia Masters 2023

Round Of 32 - MD

Muhammad Shohibul FIKRI/Bagas MAULANA 🇮🇩 vs JIN Yong/NA Sung Seung 🇰🇷…",https://twitter.com/mukhoirurrohman/status/1618011001252872192,bhulukhuduktv,bhulukhuduktv,https://twitter.com/bhulukhuduktv/status/1617904958606802945,Retweet
mukhoirurrohman,mukhoirurrohman,1618011024023748609,2023-01-25 05:21:03,"RT @bhulukhuduktv: DAIHATSU Indonesia Masters 2023

Round Of 32 - MD

Muhammad Shohibul FIKRI/Bagas MAULANA 🇮🇩 vs JIN Yong/NA Sung Seung 🇰🇷…",https://twitter.com/mukhoirurrohman/status/1618011024023748609,bhulukhuduktv,bhulukhuduktv,https://twitter.com/bhulukhuduktv/status/1617906877047934977,Retweet
setiyowicana,setiyowicana,1618013516631539712,2023-01-25 05:30:58,RT @ainurohman: Tantangan awal berhasil dilalui dengan mulus. Solid banget. Mendominasi dan memegang total permainan sejak awal sampai akhi…,https://twitter.com/setiyowicana/status/1618013516631539712,ainurohman,ainurohman,https://twitter.com/ainurohman/status/1617826920506494976,Retweet
BaeSetiyani,BaeSetiyani,1618015139491622912,2023-01-25 05:37:25,"RT @BadmintonLive1: Prakiraan jam main wakil Indonesia di #IndonesiaMasters2023 

DAY 2 - R32

R32
Start jam 08.00 WIB

Semangat Indonesiaa…",https://twitter.com/BaeSetiyani/status/1618015139491622912,BadmintonLive1,BadmintonLive1,https://twitter.com/BadmintonLive1/status/1617906242923692035,Retweet
